"Polarity","Text"
"neutral","Yes I have been watching OFBIZ-1453 with interest.  I approve of the issue and implementation and didn't have anything to add so I haven't been involved.  The thing I have been thinking about is that there's some assumptions to be made here for pricing and the type of question.  I.e. multiselect questions should display the absolute price.  I'm also trying to work over some other scenarios.  I'll clean up what I have an submit a patch tomorrow. "
"neutral","This patch solved this issue in a test case."
"neutral","About EPL licenceplease have a look at http://people.apache.org/~rubys/3party.html#category-b. Seems fine with some light constraints"
"neutral","Can't remember how to put the state of this issue to ""In progress"" not a big deal anyway..."
"positive","Hi Daisy  could you please dispatch this review to one of your team? Mingfei did not respond on that and I would like to be certain we got all provided patches with us for 0.7.  Thanks in advance Svante"
"positive","Applied. Thanks!"
"neutral","In revision 1406185 I applied the patch from https://github.com/jukka/jackrabbit-oak/commit/e01558418008e41a94c44ea00494f6a939ed58a2. This fixes the problem."
"positive","+1 thanks"
"positive","Release Candidate 1 of this patch.  This patch contains: + add IP Address to CrawlDatum Version 5 (as byte[4])  + a IpAddress Resolver (map runnable) tool to lookup the IP's multithreaded + add a property to define if the IpAddress Resolver should be started as a part of the crawlDb update tool to update the parseoutput folder (contains CrawlDatum Status Linked) of a segment before updating the crawlDb. + using cached IP during Generation  Please review this patch and give me any improvement suggestion I think this is a very important issue since it helps to do _real_ whole web crawls and not end up in a honey pot after some fetch iterations. Also if you like please vote for this issue. :-) Thanks."
"positive","Patch applied to trunk/ . Thank you!"
"neutral","I didn't know about a Trinidad regex Validator. I've created it from scratch.  Didn't look for any Validator code on the internet because I wanted to make sure it was JSF 2.0 compliant."
"positive","Fixed. Thanks for report (even if I'm not sure empty password is a good idea :-) ). "
"neutral","sure only ""/"" works. if path="""" that's considered as no path defined."
"neutral","Fixed in subversion repository as of r1328492"
"negative","Phil  I must have missed this email. I am sorry. I will get this done and the other changes to support the UpdatingMultipleLinearRegression class.  I updated my source and noticed the changes were missing. I did my detective work and noticed this.  Mea Culpa!!  -Greg   "
"neutral","3.1.0-incubating released!"
"positive","Hi Chris  Thanks for your detailed response.  Thanks"
"positive","#NOME?"
"neutral","Attached another refresh"
"neutral","[~arpitgupta] thanks for helping narrow this down!"
"positive","Thanks Harsh good to know."
"neutral","Could you please share how is it impacting ?"
"neutral","[~acmurthy] did you commit to both branch-1.2 and branch-1?"
"positive","Committed to branch-2 and trunk. Thanks Ahmed!"
"neutral","I just thought of one more thing we should do.  We should make the StringInterner as @Public and @Stable.  The API is simple enough I don't see much of a problem locking it down."
"negative","Sorry to come in late. Some clarifications: # MR1 JT kills all running tasks on a TT when it's deemed 'lost'. # It also kills all completed maps on that TT for 'active' jobs. # The tasks are marked KILLED rather than FAILED and thus don't count towards the job which is correct since it wasn't the job's fault.  Hope this helps."
"positive","+1 looks good to me."
"neutral","Nit-corrected patch. Committing."
"neutral","I just committed this. Thanks Anupam!"
"neutral","Uploaded new patch by addressing review comments from Amar."
"positive","I just committed this to both trunk and MR-279. Thanks Jeffrey!"
"positive","I just committed this. Thanks Patrick!"
"positive","+1 The patch looks good to me."
"neutral","addressed the Cos and Balaji comments. Latest patch for yahoo security branch. "
"positive","The patch looks good now and the tests are all running fine now. +1.  Let's wait for Hudson.."
"positive","I've just committed this. Thanks Aaron!"
"positive","+1  I committed this. Thanks Kay Kay!"
"positive","+1  I committed this. Thanks Jothi!"
"positive","thanks tom....let me see if I can come up with a test case for the LineReader reset. I did forget adding a test case for that.  I probably file that as part of this patch. "
"neutral","yes go ahead.   "
"neutral","Never mind figured it out will be committing patch in the next few days."
"neutral","OK understood. Can you re-create the patch? It's out of sync with head at the moment. "
"neutral","Hi Bianco First of all could you add a apache licence to the file VectorHighlightMapper.cs?  Your work is very good and pass all tests but it is not like just a simple bug fix and there is a divergence from FVH java. This makes life hard while making new versions' ports.  All Lucene.Net community! Any idea about what  we should do?  DIGY  "
"positive","Hi Nick  Can you please re-create this patch as I can't get the code to compile?  For starters I can't get the class AttributeImplItem to compile.  Please use the latest trunk when doing so  Thanks.  -- George"
"positive","Thanks Dawid!"
"neutral","I don't think there is any sense in this who cares?  We reported this crash to Oracle in plenty of time and the *worse* wrong-results bug has been open since May 13: http://bugs.sun.com/bugdatabase/view_bug.do?bug_id=7044738 but Oracle decided not to fix that too. "
"neutral","Static? Weren't you against that!?   But if we remove back compat from analyzers why do we need Version? Or is this API bw that we remove?"
"neutral","Committed revision 941607."
"positive","Thanks Steve!"
"neutral","{quote} Adriano: Can you summarize all your changes in both issues into a changes.txt entry for both branches? {quote}  Hi Uwe yes I can do it I will need to review the entire code again (3x and trunk). I plan to do this during the weekend. But if you want commit Vinicius's code and I commit the changes to changes.txt later "
"neutral","We still haven't coded in the items on the comments above (Jul 1 and 2). I hope to get to it some time soon though but if you'd like to give those a shot go ahead."
"neutral","Jason  did you get a chanse to try this out? It seems to work fine for me and I plan to pop it in the trunk in a few days. I think I'll have to add a warning of some kind in runtime though as it could slow down the index a bit if the reader is way fragmented."
"neutral","bq. I did hit the error while I did that but I will verify again.  Ugh.  If that's the case then maybe catch the OOM in the read and fallback to the temp buffer read solution?"
"negative","Strange things going on. With Google Chrome uploading patch files corrupts the file. With MSIE it worked. Sorry for the noise. Yesterday it worked normally..."
"neutral","Are there any plans to release a 2.4.1? If yes can this fix be included?"
"neutral","Just curious how did you solve the split packages issues and invalid symbolic names with some Lucene modules? I can't see it in the parent pom."
"neutral","Adds docid Field to the index for EnwikiDocMaker"
"neutral","Brings this patch back up to trunk level."
"neutral","I did nothing special. My understanding was that simply trying to test under JDeveloper caused the problem. Your report says removing xmlparserv2 causes JDeveloper not to start.  Is there something else I need to do to cause the problem?  FYI - I created a Maven project with the code above as the only application. I then imported the application which was a bit frustrating as it didn't seem to accomplish much. I then had to manually add the log4j 2 jars into the classpath along with target/classes and had to make a couple of other changes so that it knew how things were laid out in the project. I then ran the application from JDeveloper and it ran fine."
"positive","Could you see my 2nd patch? :)  Thank you."
"negative","Working: - Bash on Linux  Not Working: - Bash on Solaris - CSH on Solaris - KSH on AIX - Bash on AIX  So you're right. I close this bug as ""work as designed"".  Sorry for the noise :)"
"neutral","Dupe of JUDDI-310."
"neutral","It worked fine in Jetspeed 2.2.0 too"
"positive","The fknames patch looks good!"
"neutral","Ok I'll add these."
"positive","1. My feeling is that ""if (file.lastModified() < now + ACCESS_TIME_RESOLUTION)"" is not necessary since the lastModified value will already be truncated to the system resolution but I do not think it is harmful.  2. I chose to throw exception only if file.canWrite because I was trying to minimise the impact of the change. It's not clear to me whether setLastModified might work when !file.canWrite. However it certainly must work (because of GC) if file.canWrite. I would consider moving the canWrite test outside of the setLastModified call similar to getRecordIfStored it just wasn't necessary to fix the immediate problem.  3. Well not swallowed exactly but caught and converted to failure return code (-1) e.g. see BLOBInDataStore.getSize. In any case the javadoc for Property.getLength/getLengths documents -1 as a possible ""failure"" return code so it had to be tested. I think if Property.getLength/getLengths throws an exception that is already correctly handled.  Thanks for the quick response.  "
